0.02977788264,320
0.08933364792,91
0.1488894132,106
0.2084451785,113
0.2680009438,269
0.327556709,943
0.3871124743,1485
0.4466682396,1165
0.5062240049,1430
0.5657797702,1677
0.6253355355,1442
0.6848913007,1281
0.744447066,1089
0.8040028313,835
0.8635585966,771
0.9231143619,599
0.9826701271,566
1.042225892,594
1.101781658,648
1.161337423,659
1.220893188,630
1.280448954,662
1.340004719,648
1.399560484,672
1.459116249,696
1.518672015,665
1.57822778,690
1.637783545,721
1.697339311,693
1.756895076,701
1.816450841,704
1.876006606,721
1.935562372,805
1.995118137,796
2.054673902,921
2.114229667,1005
2.173785433,1215
2.233341198,1292
2.292896963,1546
2.352452729,1848
2.412008494,1964
2.471564259,2365
2.531120024,2700
2.59067579,3052
2.650231555,3215
2.70978732,3320
2.769343086,3359
2.828898851,3478
2.888454616,3416
2.948010381,3590
3.007566147,3517
3.067121912,3458
3.126677677,3497
3.186233443,3487
3.245789208,3457
3.305344973,3503
3.364900738,3597
3.424456504,3584
3.484012269,3585
3.543568034,3456
3.6031238,3721
3.662679565,3772
3.72223533,3871
3.781791095,3987
3.841346861,4179
3.900902626,4313
3.960458391,4470
4.020014156,4787
4.079569922,5034
4.139125687,5315
4.198681452,5621
4.258237218,5996
4.317792983,6493
4.377348748,7001
4.436904513,7096
4.496460279,7836
4.556016044,8437
4.615571809,9128
4.675127575,9579
4.73468334,10100
4.794239105,11278
4.85379487,11905
4.913350636,12793
4.972906401,13547
5.032462166,14516
5.092017932,15793
5.151573697,16814
5.211129462,17805
5.270685227,18908
5.330240993,19957
5.389796758,20979
5.449352523,22333
5.508908289,23393
5.568464054,24189
5.628019819,25688
5.687575584,26122
5.74713135,27504
5.806687115,28118
5.86624288,29138
5.925798645,29510
5.985354411,30500
6.044910176,30841
6.104465941,31727
6.164021707,32152
6.223577472,32327
6.283133237,32352
6.342689002,32289
6.402244768,32721
6.461800533,32346
6.521356298,32320
6.580912064,32108
6.640467829,31893
6.700023594,31533
6.759579359,31072
6.819135125,30868
6.87869089,30122
6.938246655,29527
6.997802421,28989
7.057358186,28299
7.116913951,27672
7.176469716,27145
7.236025482,26728
7.295581247,25674
7.355137012,24805
7.414692778,24441
7.474248543,23512
7.533804308,23067
7.593360073,22070
7.652915839,21861
7.712471604,21260
7.772027369,20615
7.831583134,19919
7.8911389,19093
7.950694665,18662
8.01025043,17996
8.069806196,17399
8.129361961,16847
8.188917726,16483
8.248473491,15994
8.308029257,15734
8.367585022,14777
8.427140787,14605
8.486696553,13966
8.546252318,13499
8.605808083,12956
8.665363848,12729
8.724919614,12362
8.784475379,11966
8.844031144,11500
8.90358691,11073
8.963142675,10968
9.02269844,10253
9.082254205,10025
9.141809971,9863
9.201365736,9507
9.260921501,9047
9.320477267,8881
9.380033032,8620
9.439588797,8211
9.499144562,8018
9.558700328,7887
9.618256093,7794
9.677811858,7681
9.737367623,7247
9.796923389,7097
9.856479154,6809
9.916034919,6692
9.975590685,6533
10.03514645,6496
10.09470222,6144
10.15425798,6029
10.21381375,5905
10.27336951,5680
10.33292528,5690
10.39248104,5536
10.45203681,5327
10.51159257,5055
10.57114834,4990
10.6307041,4956
10.69025987,4728
10.74981563,4573
10.8093714,4500
10.86892716,4371
10.92848293,4162
10.98803869,4145
11.04759446,3943
11.10715022,3783
11.16670599,3736
11.22626176,3774
11.28581752,3508
11.34537329,3473
11.40492905,3515
11.46448482,3248
11.52404058,3175
11.58359635,3056
11.64315211,2972
11.70270788,2863
11.76226364,2840
11.82181941,2760
11.88137517,2741
11.94093094,2547
12.0004867,2483
12.06004247,2371
12.11959823,2448
12.179154,2243
12.23870977,2215
12.29826553,2054
12.3578213,2053
12.41737706,1947
12.47693283,1971
12.53648859,1910
12.59604436,1861
12.65560012,1759
12.71515589,1697
12.77471165,1665
12.83426742,1631
12.89382318,1481
12.95337895,1503
13.01293471,1498
13.07249048,1373
13.13204624,1412
13.19160201,1377
13.25115778,1321
13.31071354,1337
13.37026931,1291
13.42982507,1171
13.48938084,1198
13.5489366,1092
13.60849237,1161
13.66804813,1013
13.7276039,1123
13.78715966,1041
13.84671543,1030
13.90627119,1059
13.96582696,1043
14.02538272,948
14.08493849,923
14.14449425,817
14.20405002,853
14.26360578,835
14.32316155,792
14.38271732,799
14.44227308,774
14.50182885,707
14.56138461,752
14.62094038,722
14.68049614,718
14.74005191,685
14.79960767,704
14.85916344,657
14.9187192,582
14.97827497,533
