6186.495394,12397
18559.48618,81856
30932.47697,180870
43305.46776,245540
55678.45855,251513
68051.44934,232211
80424.44013,207620
92797.43091,184035
105170.4217,164713
117543.4125,146721
129916.4033,131980
142289.3941,121961
154662.3849,111358
167035.3756,103138
179408.3664,95653
191781.3572,88578
204154.348,81681
216527.3388,76102
228900.3296,70541
241273.3204,65357
253646.3112,61601
266019.302,57577
278392.2927,54527
290765.2835,51153
303138.2743,48180
315511.2651,45233
327884.2559,43338
340257.2467,41518
352630.2375,38751
365003.2283,36794
377376.219,35183
389749.2098,33586
402122.2006,31828
414495.1914,30066
426868.1822,28771
439241.173,27668
451614.1638,26098
463987.1546,24920
476360.1454,23850
488733.1361,22798
501106.1269,21608
513479.1177,20685
525852.1085,20016
538225.0993,19131
550598.0901,18118
562971.0809,17629
575344.0717,17123
587717.0625,16425
600090.0532,15632
612463.044,15296
624836.0348,14850
637209.0256,14087
649582.0164,14149
661955.0072,13436
674327.998,12864
686700.9888,12633
699073.9795,12190
711446.9703,11655
723819.9611,11522
736192.9519,10973
748565.9427,10626
760938.9335,10421
773311.9243,9854
785684.9151,9641
798057.9059,9353
810430.8966,9072
822803.8874,8868
835176.8782,8797
847549.869,8459
859922.8598,8217
872295.8506,7755
884668.8414,7864
897041.8322,7508
909414.823,7433
921787.8137,7080
934160.8045,6786
946533.7953,6870
958906.7861,6749
971279.7769,6568
983652.7677,6436
996025.7585,6184
1008398.749,6116
1020771.74,5965
1033144.731,5880
1045517.722,5695
1057890.712,5510
1070263.703,5443
1082636.694,5299
1095009.685,5308
1107382.676,5128
1119755.666,5052
1132128.657,4771
1144501.648,4782
1156874.639,4504
1169247.63,4595
1181620.62,4372
1193993.611,4362
1206366.602,4148
1218739.593,4164
1231112.583,4233
1243485.574,4143
1255858.565,4078
1268231.556,4035
1280604.547,4020
1292977.537,3818
1305350.528,3776
1317723.519,3739
1330096.51,3625
1342469.501,3751
1354842.491,3448
1367215.482,3467
1379588.473,3414
1391961.464,3393
1404334.454,3309
1416707.445,3325
1429080.436,3288
1441453.427,3110
1453826.418,3040
1466199.408,2965
1478572.399,2950
1490945.39,3005
1503318.381,2911
1515691.372,2964
1528064.362,2794
1540437.353,2697
1552810.344,2690
1565183.335,2590
1577556.326,2527
1589929.316,2579
1602302.307,2541
1614675.298,2485
1627048.289,2378
1639421.279,2329
1651794.27,2360
1664167.261,2367
1676540.252,2252
1688913.243,2189
1701286.233,2186
1713659.224,2269
1726032.215,2115
1738405.206,2056
1750778.197,2084
1763151.187,1995
1775524.178,2031
1787897.169,2038
1800270.16,1906
1812643.151,1907
1825016.141,1853
1837389.132,1854
1849762.123,1737
1862135.114,1789
1874508.104,1864
1886881.095,1673
1899254.086,1701
1911627.077,1685
1924000.068,1632
1936373.058,1623
1948746.049,1670
1961119.04,1599
1973492.031,1582
1985865.022,1592
1998238.012,1587
2010611.003,1481
2022983.994,1498
2035356.985,1335
2047729.975,1448
2060102.966,1464
2072475.957,1359
2084848.948,1323
2097221.939,1326
2109594.929,1341
2121967.92,1284
2134340.911,1257
2146713.902,1291
2159086.893,1264
2171459.883,1271
2183832.874,1238
2196205.865,1175
2208578.856,1121
2220951.847,1161
2233324.837,1090
2245697.828,1063
2258070.819,1085
2270443.81,1120
2282816.8,1071
2295189.791,1070
2307562.782,1088
2319935.773,1068
2332308.764,1015
2344681.754,1037
2357054.745,1002
2369427.736,1022
2381800.727,981
2394173.718,977
2406546.708,942
2418919.699,947
2431292.69,971
2443665.681,917
2456038.672,923
2468411.662,943
2480784.653,899
2493157.644,869
2505530.635,895
2517903.625,999
2530276.616,876
2542649.607,893
2555022.598,876
2567395.589,870
2579768.579,827
2592141.57,844
2604514.561,811
2616887.552,842
2629260.543,798
2641633.533,808
2654006.524,847
2666379.515,778
2678752.506,760
2691125.496,733
2703498.487,768
2715871.478,785
2728244.469,816
2740617.46,724
2752990.45,741
2765363.441,716
2777736.432,751
2790109.423,749
2802482.414,702
2814855.404,771
2827228.395,712
2839601.386,712
2851974.377,717
2864347.368,672
2876720.358,694
2889093.349,673
2901466.34,702
2913839.331,614
2926212.321,678
2938585.312,646
2950958.303,672
2963331.294,639
2975704.285,606
2988077.275,655
3000450.266,613
3012823.257,613
3025196.248,649
3037569.239,603
3049942.229,595
3062315.22,581
3074688.211,636
3087061.202,600
3099434.193,592
3111807.183,577
3124180.174,593
3136553.165,589
3148926.156,581
3161299.146,582
3173672.137,555
3186045.128,518
3198418.119,537
3210791.11,586
3223164.1,501
3235537.091,528
3247910.082,559
3260283.073,522
3272656.064,521
3285029.054,546
3297402.045,523
3309775.036,517
3322148.027,507
3334521.017,506
3346894.008,528
3359266.999,462
3371639.99,449
3384012.981,488
3396385.971,465
3408758.962,507
3421131.953,495
3433504.944,497
3445877.935,505
3458250.925,447
3470623.916,446
3482996.907,474
3495369.898,462
3507742.889,403
3520115.879,445
3532488.87,448
3544861.861,418
3557234.852,395
3569607.842,409
3581980.833,444
3594353.824,428
3606726.815,434
3619099.806,434
3631472.796,418
3643845.787,408
3656218.778,410
3668591.769,399
3680964.76,412
3693337.75,411
3705710.741,398
3718083.732,392
3730456.723,402
3742829.714,397
3755202.704,390
3767575.695,383
3779948.686,375
3792321.677,389
3804694.667,388
3817067.658,332
3829440.649,351
3841813.64,360
3854186.631,359
3866559.621,369
3878932.612,331
3891305.603,353
3903678.594,383
3916051.585,370
3928424.575,353
3940797.566,322
3953170.557,334
3965543.548,344
3977916.538,376
3990289.529,345
4002662.52,370
4015035.511,350
4027408.502,342
4039781.492,307
4052154.483,293
4064527.474,326
4076900.465,360
4089273.456,310
4101646.446,316
4114019.437,349
4126392.428,327
4138765.419,321
4151138.41,302
4163511.4,298
4175884.391,319
4188257.382,323
4200630.373,285
4213003.363,310
4225376.354,317
4237749.345,334
4250122.336,295
4262495.327,288
4274868.317,265
4287241.308,268
4299614.299,278
4311987.29,269
4324360.281,277
4336733.271,272
4349106.262,283
4361479.253,235
4373852.244,254
4386225.235,281
4398598.225,270
4410971.216,256
4423344.207,230
4435717.198,250
4448090.188,271
4460463.179,261
4472836.17,239
4485209.161,277
4497582.152,186
